prog_id,session_id,NavigationEvent,ActivityEvent,CompletionEvent,FindEvent,DocumentEvent,SystemEvent,SolutionEvent,BuildEvent,IDEStateEvent,WindowEvent,TestRunEvent,CommandEvent,VersionControlEvent,EditEvent,DebuggerEvent
0,45d06f62-c6aa-45fa-af11-505cfe0e1930,0.0,5.955847567863506E-7,0.0,0.0,0.0,7.762076480278302E-4,4.983044702524266E-4,4.165885423836603E-5,1.0917579053787135E-5,-9.92035071425439E-7,0.0,-2.884837898655553E-4,1.8676535451336433E-4,6.3640906612678366E-6,0.0
0,a7003aaa-6443-4d35-95c4-63b82155594d,0.0,1.5142485042002678E-5,0.0,0.0,9.372742087268474E-5,7.557987677038651E-4,1.1892217977531297E-4,0.0,1.0630522127844856E-4,-3.702813592258856E-5,0.0,-2.3408221704719582E-4,0.0,1.936487197187691E-6,0.0
0,309456e3-29dd-498d-b922-ed2d816533e8,0.0,2.1587258997603313E-6,0.0,0.0,0.0,0.004220103872923238,0.0,0.0,1.1871389684109745E-4,-3.595679381277598E-6,0.0,-2.88733057572468E-4,0.0,0.0,0.0
0,77fa3202-a57a-45a1-9e8a-39d99e25592e,0.0,4.3790839489277915E-6,0.0,0.0,1.0186465318913565E-5,0.0019354608897476752,6.418718032421829E-4,3.995217591132879E-5,2.0940616195874056E-5,-1.097273694196284E-5,0.0,-2.71147128238169E-4,8.955697935143551E-5,3.4331440314158673E-6,1.1328510301212624E-4
0,8ae87b46-d67c-40b0-ad92-6733fa163ca7,3.3591319897602796E-5,1.1563298346451692E-6,0.0,0.0,2.1749654869277928E-6,5.086158409509552E-4,7.522711932595439E-4,0.0,2.3846082594302608E-5,-2.2390208854418093E-6,0.0,-2.428976489344275E-4,2.039656432776185E-4,2.467319628897989E-4,1.290031724884725E-4
0,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,2.22490056283229E-5,9.111673801299972E-5,0.0,0.0,4.609840352336294E-5,0.0,7.102887076450846E-4,2.712027385069296E-4,2.3691460806156966E-5,-2.0666349504123385E-5,4.1158224237964995E-4,-1.605229890346456E-4,5.066077686606593E-4,6.603030431785285E-5,1.2816669542236542E-4
0,89bec1cb-7be3-43c5-b719-e526a4c72359,5.214532585107709E-4,1.963306570925275E-5,0.0,0.0,6.189878178064754E-5,0.00131591230712054,0.005549046859966228,0.0,1.8508676511403552E-4,-2.6908904004802396E-5,0.0,-1.6201401812545894E-4,7.91562743259084E-4,1.685797492831511E-5,0.0
0,ac28aa1d-2d66-4244-86e0-cb9a38159244,1.1097091482102859E-4,3.5812539092367117E-6,0.0,0.0,1.744959538102105E-5,9.601386493828749E-4,6.72280663877419E-4,0.0,3.376155001241982E-5,-7.66942890315321E-6,0.0,-2.7466781197425127E-4,0.0,1.8450309938685188E-6,0.0
0,2dad115f-fada-47c7-88ab-a6dc1dc6231a,0.0,1.0560124987828488E-5,0.0,0.0,2.6483686226336575E-5,0.0015483029986508245,6.821355101874283E-4,2.0774250100875688E-4,1.0888658457177556E-4,-2.407557427858902E-5,0.0,-2.483411990069298E-4,0.0,9.917550353262171E-6,0.0
0,7639de18-b8d5-4593-88f5-8d8f4f700719,2.824538375747195E-4,1.620506963188143E-5,0.0015414634844780409,0.0,2.235233895151515E-5,0.0,1.4953900144699962E-5,8.926171657620216E-4,6.683688867834799E-5,-1.3361017797759942E-5,0.0,-2.315909825819743E-4,2.8584210718977666E-4,1.3757980012916483E-4,0.005423639386567069
