prog_id,session_id,NavigationEvent,ActivityEvent,CompletionEvent,FindEvent,DocumentEvent,SystemEvent,UserProfileEvent,SolutionEvent,BuildEvent,IDEStateEvent,WindowEvent,TestRunEvent,CommandEvent,VersionControlEvent,EditEvent,DebuggerEvent,InfoEvent,ErrorEvent
0,14620d51-4cc0-4d48-997f-294b75eb3708,0.0,0.005434262617419919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031907430817561693,0.009430120875085754,0.0,0.0031022303376388224,0.0,0.0,0.0,0.0,0.0
0,45d06f62-c6aa-45fa-af11-505cfe0e1930,0.0,7.57765692332703E-5,0.0,0.0,0.0,0.001227861751331741,0.0,0.0021822065023080067,9.084234791439061E-5,9.887206843963119E-6,6.743370099992283E-5,0.0,0.009318135092534782,2.3852367172749013E-4,4.2858351129524005E-4,0.0,0.0,0.0
0,56e25082-e9b2-4b19-9a30-f2c430310084,0.0,0.004075696821355505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031907430817561693,0.005803151726809911,0.0,0.004825691700245644,0.0,0.004322188432491349,0.0,0.0,0.0
0,16af990a-c435-4af0-a158-a4fdb4fe727e,0.0,0.004004193358404746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00235107376213075,0.010155515067930443,0.0,0.003301789118617259,0.0,0.0,0.0,0.0,0.0
0,f4256a24-1cd0-4cd3-8cc7-ae67daf82a2e,0.0,0.0011188187283275191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013138353327668835,0.0029869163210739856,0.0,0.007664333707664469,0.0,0.0,0.0,0.0,0.0
0,e2fbb5df-72af-4bc3-b0fe-6870ada6116a,0.0,9.343117694568306E-4,0.0,0.0,0.0,0.007785936464814626,0.0037612539960717433,0.0,0.0,3.1347650577768864E-4,0.0025656037652187105,0.0,0.00795815837371167,0.0,0.0,0.0,0.0,0.0
0,4400804f-5be9-4b65-a979-56643fcbca2c,0.0,0.003458167068645608,0.0,0.0,0.0,0.0,0.0,9.763526118457274E-4,0.0,9.024323455769954E-4,0.0036929146802139553,0.0,0.006629232856816713,0.0,0.0012224370766361168,0.0,0.0,0.0
0,c73ca1be-fa79-4706-8be2-e135877e5586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006381486163512339,0.0029015758634049556,0.0,0.006893845450427285,0.0,0.0,0.0,0.0,0.0
0,e3b8ed0b-8e7d-4e40-96bf-983b15358831,5.402067472232564E-4,3.530379149622688E-4,0.0,0.0,0.0010122756209428754,0.0,0.0,0.0013455996561402427,9.522638509942767E-4,2.0728723730659526E-4,4.241282582803891E-4,0.0,0.008845235475152455,0.0012501739299306072,0.0022463344151081883,0.0,0.0,0.0
0,a7003aaa-6443-4d35-95c4-63b82155594d,0.0,0.0019265865237056258,0.0,0.0,0.0034085219324668002,0.0011955774990430991,0.0,5.207915430557306E-4,0.0,9.627241590787417E-5,0.002516991907151548,0.0,0.007560943795914314,0.0,1.304108515612565E-4,0.0,0.0,0.0
0,309456e3-29dd-498d-b922-ed2d816533e8,0.0,2.7465585835589564E-4,0.0,0.0,0.0,0.006675667452356261,0.0,0.0,0.0,1.0750999351945845E-4,2.4441673008622554E-4,0.0,0.009326186533374149,0.0,0.0,0.0,0.0,0.0
0,77fa3202-a57a-45a1-9e8a-39d99e25592e,0.0,5.570349517369962E-4,0.0,0.0,3.7036571850300237E-4,0.003061003214965169,2.2749520137530706E-4,0.002810329004827447,8.710223729615879E-5,1.896027252687633E-5,7.457147978669525E-4,0.0,0.008756295702187956,1.1435165389570333E-4,2.3115268299464986E-4,2.3757729307021533E-4,0.0,0.0
0,8ae87b46-d67c-40b0-ad92-6733fa163ca7,1.6879830153596748E-4,1.4708491600664837E-4,0.0,0.0,7.907639361213265E-5,8.043711658224725E-4,2.5905204458439034E-4,0.003293597521378468,0.0,2.1590333924721135E-5,1.5216093586229023E-4,0.0,0.007843790061205691,2.6042773266604717E-4,0.016611910393679916,2.705326668193382E-4,0.0,0.0
0,0fbc69d1-0eef-4c5f-b631-2d3534d3abc3,0.0,0.00864541767161402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004060945679904138,0.006462600387716488,0.0,0.0035095940684090644,0.0,0.0,0.0,0.0,0.0
0,36b3d5c7-4b1e-44f8-82a9-f3bfc9db91c8,1.1182954324159415E-4,0.011592831629216168,0.0,0.0,0.0016764295656286378,0.0,0.0,0.0031105413032997092,5.913915295368986E-4,2.1455523451864923E-5,0.0014047975453312415,5.62665242645778E-4,0.0051849530192992705,6.470040732204675E-4,0.004446746783271135,2.688434554868906E-4,0.0,0.0
0,604331dd-5086-4344-9ebd-7f464d065131,0.0,0.001211459783065731,0.0,0.0,0.0,0.007066853119604892,0.0,0.0,0.0,5.69049704628085E-4,0.003751718998197744,0.0,0.007315380027719143,0.0,0.0,0.0,0.0,0.0
0,72b10e3f-6d3d-41af-9b62-cf51a3e16ede,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012762972327024677,0.005803151726809911,0.0,0.0041363072127296435,0.0,0.0,0.0,0.0,0.0
0,89bec1cb-7be3-43c5-b719-e526a4c72359,0.0026209656600053657,0.0024979255194608955,0.0,0.0,0.0022510312705489263,0.0020816058616857204,0.0,0.024300737525585467,0.0,1.676187661886168E-4,0.001829135923882357,0.0,0.005233113820644722,0.0010109286725945251,0.0011352839663451712,0.0,0.0,0.0
0,ac28aa1d-2d66-4244-86e0-cb9a38159244,5.577699482326444E-4,4.556448628058892E-4,0.0,0.0,6.345776723086518E-4,0.0015188171960788,0.0,0.002944094070330293,0.0,3.057522429661802E-5,5.213303343724279E-4,0.0,0.008871873801782042,0.0,1.2425182227733777E-4,0.0,0.0,0.0
0,3fd42ab9-a793-4495-9ef1-972d9677fe48,0.0,1.3162573639134798E-4,0.0,0.0,0.0011322425898362873,0.0038390863602734194,0.0,0.04481762449309172,0.0,3.0913773392214524E-4,8.433645807079608E-4,0.0,0.004408244396972341,0.001864446363070874,8.375174706134432E-4,0.0,0.0,0.0
0,2638423b-322b-4b34-b86d-c372dcb2b287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014890134159648507,0.0067703435803922515,0.0,0.001608563948020821,0.0,0.020170212384400053,0.0,0.0,0.0
0,2dad115f-fada-47c7-88ab-a6dc1dc6231a,0.0,0.0013435703871434476,0.0,0.0,9.631143641267615E-4,0.0024492183713286796,0.0,0.002987251037567722,4.5300853559872983E-4,9.861015696702268E-5,0.0016365400015253661,0.0,0.008021514284969312,0.0,6.678878067713882E-4,0.0,0.0,0.0
0,7639de18-b8d5-4593-88f5-8d8f4f700719,0.0014196896782931534,0.0020617797331081242,0.004047376195935105,0.0,8.128724427578394E-4,0.0,0.0,6.548706680094244E-5,0.001946463497592614,6.052900005707143E-5,9.082167608592543E-4,0.0,0.00748047598417026,3.6505758318441E-4,0.009265178163082305,0.01137666808989948,0.0,0.0
0,14652432-102a-4db7-86b7-4410775fe61e,0.0,0.004004193358404746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047021475242615,0.0010690015940626237,0.0,0.00711154557268822,0.0,0.0,0.0,0.0,0.0
0,55b2caec-d1a3-47c9-9e86-e95dcf52ae6b,0.0,0.003458167068645608,0.0,0.0,0.0,0.0,0.0,0.005858115851115612,0.012437143814131153,0.0027072971199360923,0.002461943120142637,0.0,0.005264391102613597,0.0,0.011001934027854574,0.0,0.0,0.0
